,price,mark,model,year,mileage,engine_capacity,transmission,drive,hand_drive,fuel
792,850,toyota,wish,2003,133404,1800,at,2wd,rhd,gasoline
793,850,toyota,vitz,2005,89456,1500,cvt,2wd,rhd,gasoline
794,850,toyota,ractis,2009,98141,1300,cvt,2wd,rhd,gasoline
795,850,toyota,wish,2007,82322,1800,at,2wd,rhd,gasoline
796,850,toyota,wish,2003,131292,1800,at,2wd,rhd,gasoline
797,850,toyota,vitz,2010,86086,1500,cvt,2wd,rhd,gasoline
798,850,toyota,wish,2005,186368,1800,at,2wd,rhd,gasoline
799,850,honda,fit,2005,95000,1330,at,2wd,rhd,gasoline
800,850,honda,fit,2005,61000,1330,at,2wd,rhd,gasoline
801,850,honda,fit,2001,71000,1330,at,2wd,rhd,gasoline
802,850,toyota,raum,2003,143000,1490,at,2wd,rhd,gasoline
803,850,toyota,sienta,2006,56000,1490,at,2wd,rhd,gasoline
804,850,suzuki,swift,2004,77000,1320,at,2wd,rhd,gasoline
805,850,suzuki,swift,2002,81000,1320,at,2wd,rhd,gasoline
806,850,toyota,platz,2003,35000,1290,at,2wd,rhd,gasoline
807,850,toyota,vitz,2004,102000,990,at,2wd,rhd,gasoline
808,850,toyota,wish,2007,147272,1800,at,2wd,rhd,gasoline
809,850,toyota,ractis,2005,101977,1500,cvt,2wd,rhd,gasoline
810,850,toyota,noah,2006,157802,2000,at,2wd,rhd,gasoline
811,850,mazda,demio,2011,52600,1300,at,2wd,rhd,gasoline
812,850,nissan,vanette van,2005,143000,1780,at,2wd,rhd,gasoline
813,850,toyota,sienta,2007,88396,1500,cvt,2wd,rhd,gasoline
814,850,toyota,vitz,2005,122105,1300,cvt,2wd,rhd,gasoline
815,850,mazda,demio,2011,62612,1300,at,2wd,rhd,gasoline
816,850,nissan,lafesta,2011,112000,2000,at,2wd,rhd,gasoline
817,850,nissan,cube,2013,158000,1500,at,2wd,rhd,gasoline
818,850,mitsubishi,minicab van,2013,145100,660,at,2wd,rhd,gasoline
819,850,mazda,demio,2009,790000,1300,at,2wd,rhd,gasoline
820,850,honda,fit,2007,231000,1300,at,2wd,rhd,gasoline
821,850,suzuki,palette,2013,181500,660,at,2wd,rhd,gasoline
822,850,honda,fit,2008,195000,1300,at,2wd,rhd,gasoline
823,850,mitsubishi,delica d2,2013,119400,1200,at,2wd,rhd,gasoline
824,850,suzuki,swift,2010,119130,1200,at,2wd,rhd,gasoline
825,850,suzuki,swift,2010,110650,1200,at,2wd,rhd,gasoline
826,850,isuzu,wizard,1997,244500,3100,at,4wd,rhd,diesel
827,850,nissan,ad van,2014,99300,1500,at,2wd,rhd,gasoline
828,850,subaru,forester,2003,153039,2000,at,4wd,rhd,gasoline
829,853,toyota,ist,2005,65731,1300,at,2wd,rhd,gasoline
830,854,toyota,ractis,2007,70174,1500,at,2wd,rhd,gasoline
831,859,suzuki,grand escudo,2001,186509,2730,at,4wd,rhd,gasoline
832,859,volkswagen,jetta,2007,57800,1480,at,2wd,rhd,gasoline
833,860,toyota,alphard g,2007,185170,2400,at,2wd,rhd,gasoline
834,860,mazda,demio,2009,71000,1300,at,2wd,rhd,gasoline
835,861,toyota,vitz,2007,39649,1500,at,2wd,rhd,gasoline
836,866,mazda,demio,2010,30464,1300,at,2wd,rhd,gasoline
837,868,toyota,corolla axio,2008,53805,1500,mt,2wd,rhd,gasoline
838,868,mazda,verisa,2006,34746,1500,at,2wd,rhd,gasoline
839,868,toyota,ractis,2008,31606,1300,at,2wd,rhd,gasoline
840,868,toyota,passo,2011,66964,1000,at,2wd,rhd,gasoline
841,868,toyota,corolla spacio,2002,45826,1500,at,2wd,rhd,gasoline
842,868,mitsubishi,pajero io,2003,87992,2000,at,4wd,rhd,gasoline
843,868,honda,insight,2009,80015,1300,at,2wd,rhd,gasoline
844,868,mitsubishi,minicab truck,2002,149000,660,at,2wd,rhd,gasoline
845,870,toyota,vitz,2005,91000,1000,at,2wd,rhd,gasoline
846,870,honda,fit,2002,68000,1300,at,2wd,rhd,gasoline
847,870,toyota,bb,2008,78200,1500,at,2wd,rhd,gasoline
848,873,toyota,vitz,2006,110000,1000,at,2wd,rhd,gasoline
849,875,suzuki,carry truck,1999,22548,660,mt,2wd,rhd,gasoline
850,876,land rover,discovery,1994,117482,3530,at,2wd,rhd,gasoline
851,877,honda,accord,2007,65000,1990,at,2wd,rhd,gasoline
852,877,toyota,brevis,2001,133000,2500,at,2wd,rhd,gasoline
853,878,toyota,ractis,2006,61893,1500,at,2wd,rhd,gasoline
854,880,toyota,vitz,2005,110000,1000,at,2wd,rhd,gasoline
855,880,toyota,vitz,2005,22000,1000,at,2wd,rhd,gasoline
856,880,nissan,elgrand,2005,176000,2500,at,2wd,rhd,gasoline
857,880,honda,fit,2004,160000,1300,at,2wd,rhd,gasoline
858,880,honda,fit,2002,99000,1300,at,2wd,rhd,gasoline
859,880,mazda,verisa,2004,50500,1500,at,2wd,rhd,gasoline
860,885,toyota,fun cargo,2001,80000,1500,at,2wd,rhd,gasoline
861,887,toyota,passo,2007,75765,1300,at,2wd,rhd,gasoline
862,887,nissan,stagea,2004,133629,2490,at,4wd,rhd,gasoline
863,890,nissan,note,2011,49100,1500,at,2wd,rhd,gasoline
864,890,nissan,note,2011,48000,1500,at,2wd,rhd,gasoline
865,890,nissan,march,2011,139000,1200,at,2wd,rhd,gasoline
866,890,volkswagen,polo,2005,26000,1400,at,2wd,rhd,gasoline
867,890,toyota,avensis,2005,195000,2000,at,2wd,rhd,gasoline
868,890,toyota,vitz,2007,66000,1000,at,2wd,rhd,gasoline
869,890,suzuki,swift,2006,88400,1300,at,2wd,rhd,gasoline
870,890,mitsubishi,minicab truck,1993,48000,660,mt,2wd,rhd,gasoline
871,891,nissan,march,2002,76000,1200,at,2wd,rhd,gasoline
872,896,toyota,passo,2006,93584,1000,at,2wd,rhd,gasoline
873,898,honda,fit hybrid,2011,163085,1290,at,2wd,rhd,gasoline
874,898,toyota,ractis,2006,129300,1296,cvt,2wd,rhd,gasoline
875,900,nissan,note,2007,172000,1500,at,2wd,rhd,gasoline
876,900,daihatsu,move,2006,95000,660,at,2wd,rhd,gasoline
877,900,toyota,ractis,2006,96000,1500,at,4wd,rhd,gasoline
878,900,mitsubishi,dion,2003,67000,2000,at,2wd,rhd,gasoline
879,900,toyota,vitz,2006,58000,990,at,2wd,rhd,gasoline
880,900,daihatsu,mira avy,2003,92000,660,at,2wd,rhd,gasoline
881,900,nissan,note,2005,47000,1500,at,2wd,rhd,gasoline
882,900,honda,fit,2011,92000,1500,at,2wd,rhd,gasoline
883,900,honda,airwave,2008,178000,1500,at,2wd,rhd,gasoline
884,900,honda,fit,2009,183000,1300,at,2wd,rhd,gasoline
885,900,toyota,mark ii,2000,117000,2000,at,4wd,rhd,gasoline
886,900,toyota,wish,2003,98000,1990,at,2wd,rhd,gasoline
887,900,daihatsu,terios kid,2004,115000,650,at,4wd,rhd,gasoline
888,900,toyota,ist,2005,58000,1300,at,2wd,rhd,gasoline
889,900,nissan,tiida,2011,123000,1500,at,2wd,rhd,gasoline
890,900,suzuki,swift,2010,138000,1200,at,2wd,rhd,gasoline
891,900,nissan,x-trail,2005,89000,2000,at,4wd,rhd,gasoline
892,900,toyota,corolla runx,2001,130355,1500,at,2wd,rhd,gasoline
893,900,daihatsu,hijet cargo,2013,156100,660,at,2wd,rhd,gasoline
894,900,nissan,ad van,2015,108700,1500,at,2wd,rhd,gasoline
895,900,volkswagen,polo,2003,71000,1400,at,2wd,rhd,gasoline
896,900,mazda,biante,2010,154700,2000,at,2wd,rhd,gasoline
897,900,nissan,cube,2013,118800,1500,at,2wd,rhd,gasoline
898,900,suzuki,palette,2013,88800,660,at,2wd,rhd,gasoline
899,900,suzuki,jimny,2001,100000,660,at,4wd,rhd,gasoline
900,900,toyota,vitz,2007,75700,1300,at,2wd,rhd,gasoline
901,900,mazda,verisa,2005,61000,1500,at,2wd,rhd,gasoline
902,900,toyota,vitz,2007,205000,1300,at,2wd,rhd,gasoline
903,900,toyota,ractis,2009,197000,1300,at,2wd,rhd,gasoline
904,900,honda,fit,2007,190000,1300,at,2wd,rhd,gasoline
905,900,toyota,fun cargo,2003,125000,1290,at,2wd,rhd,gasoline
906,900,honda,fit,2000,64000,1300,at,2wd,rhd,gasoline
907,900,mazda,verisa,2011,106600,1500,at,2wd,rhd,gasoline
908,900,nissan,march,2006,75900,1240,at,2wd,rhd,gasoline
909,900,toyota,vitz,2001,114900,1000,at,2wd,rhd,gasoline
910,900,mazda,demio,2002,79000,1300,at,2wd,rhd,gasoline
911,900,mazda,carol eco,2013,87700,660,at,2wd,rhd,gasoline
912,900,nissan,march,2008,97000,1200,at,2wd,rhd,gasoline
913,900,toyota,passo,2004,45000,1000,at,2wd,rhd,gasoline
914,900,honda,step wgn,2006,124000,1990,at,2wd,rhd,gasoline
915,900,nissan,cube,2009,78500,1500,at,2wd,rhd,gasoline
916,900,mazda,axela,2007,72916,1490,at,2wd,rhd,lpg
917,900,toyota,vitz,2005,84500,1000,at,2wd,rhd,gasoline
918,900,suzuki,swift,2008,218620,1200,at,2wd,rhd,gasoline
919,903,honda,step wgn,2001,110000,1970,at,2wd,rhd,gasoline
920,905,toyota,alphard,2005,136658,2400,at,2wd,rhd,gasoline
921,905,honda,cr-v,1999,137000,2000,at,4wd,rhd,gasoline
922,910,nissan,x-trail,2004,95300,2000,at,2wd,rhd,gasoline
923,910,toyota,vitz,2005,79000,1000,at,2wd,rhd,gasoline
924,910,toyota,fun cargo,2002,75000,1300,at,2wd,rhd,gasoline
925,910,toyota,fun cargo,2001,80000,1300,at,2wd,rhd,gasoline
926,913,mazda,demio,2011,134000,1300,at,2wd,rhd,gasoline
927,913,toyota,raum,2007,88007,1500,at,2wd,rhd,gasoline
928,915,mazda,verisa,2009,69852,1500,at,2wd,rhd,gasoline
929,915,toyota,ractis,2009,77256,1500,at,2wd,rhd,gasoline
930,915,toyota,wish,2005,59357,1800,at,2wd,rhd,gasoline
931,915,toyota,ist,2003,68233,1300,at,2wd,rhd,gasoline
932,915,honda,fit,2011,44766,1300,at,2wd,rhd,gasoline
933,915,toyota,alphard,2005,111760,2400,at,2wd,rhd,gasoline
934,920,honda,stream,2009,136000,1800,at,4wd,rhd,gasoline
935,920,toyota,vitz,2003,115000,1300,mt,4wd,rhd,gasoline
936,920,toyota,ist,2002,198900,1500,at,2wd,rhd,gasoline
937,920,toyota,vitz,2007,92000,1000,at,2wd,rhd,gasoline
938,920,toyota,vitz,2005,77000,1000,at,2wd,rhd,gasoline
939,920,toyota,vitz,2007,90000,1000,at,2wd,rhd,gasoline
940,920,honda,fit,2003,23000,1300,at,2wd,rhd,gasoline
941,922,toyota,corolla spacio,2003,35000,1500,at,2wd,rhd,gasoline
942,923,toyota,ist,2005,89542,1500,at,2wd,rhd,gasoline
943,924,toyota,passo,2012,86000,1000,at,2wd,rhd,gasoline
944,924,honda,fit,2010,78128,1300,at,2wd,rhd,gasoline
945,924,toyota,brevis,2001,118000,2500,at,2wd,rhd,gasoline
946,924,mitsubishi,pajero io,1999,107750,1800,at,4wd,rhd,gasoline
947,924,toyota,vitz,2005,101000,1300,at,2wd,rhd,gasoline
948,924,suzuki,carry truck,1995,12000,660,mt,2wd,rhd,gasoline
949,924,subaru,forester,2004,78000,2000,at,4wd,rhd,gasoline
950,924,toyota,ractis,2006,91900,1500,at,2wd,rhd,gasoline
951,924,nissan,vanette truck,2003,111947,1780,at,2wd,rhd,gasoline
952,929,toyota,ractis,2009,122241,1300,at,2wd,rhd,gasoline
953,929,toyota,vitz,2005,79734,1000,at,2wd,rhd,gasoline
954,930,toyota,ist,2005,159000,1500,at,2wd,rhd,gasoline
955,930,honda,fit,2006,108000,1300,at,2wd,rhd,gasoline
956,933,toyota,ractis,2009,82353,1296,at,2wd,rhd,gasoline
957,933,toyota,mark x,2005,74453,2499,at,2wd,rhd,gasoline
958,933,toyota,corolla spacio,2004,69817,1496,at,2wd,rhd,gasoline
959,933,toyota,wish,2004,78229,1794,at,2wd,rhd,gasoline
960,933,toyota,vitz,2005,46369,1296,at,2wd,rhd,gasoline
961,933,toyota,vitz,2009,26768,1296,at,2wd,rhd,gasoline
962,933,toyota,cami,2004,113812,1297,at,4wd,rhd,gasoline
963,933,toyota,ist,2004,161241,1300,at,2wd,rhd,gasoline
964,933,daihatsu,hijet truck,1998,46628,660,mt,4wd,rhd,gasoline
965,933,toyota,mark ii,2004,107915,2000,at,2wd,rhd,gasoline
966,933,mercedes-benz,e-class,2001,159010,3200,at,2wd,rhd,gasoline
967,933,honda,hr-v,2004,118370,1590,at,2wd,rhd,gasoline
968,933,nissan,serena,2007,135416,2000,at,2wd,rhd,gasoline
969,933,mazda,axela,2006,115454,2260,at,2wd,rhd,gasoline
970,933,honda,fit,2005,113665,1300,at,2wd,rhd,gasoline
971,933,honda,fit,2007,75617,1300,at,2wd,rhd,gasoline
972,933,toyota,fun cargo,2001,171547,1300,at,2wd,rhd,gasoline
973,933,toyota,fun cargo,2003,34968,1300,at,2wd,rhd,gasoline
974,933,mazda,demio,2003,149749,1300,at,2wd,rhd,gasoline
975,933,honda,fit,2003,103465,1300,at,2wd,rhd,gasoline
976,933,honda,fit,2005,59475,1300,at,2wd,rhd,gasoline
977,933,honda,fit,2003,63492,1300,at,2wd,rhd,gasoline
978,933,honda,elysion,2007,201060,2350,at,4wd,rhd,gasoline
979,933,toyota,crown comfort,2003,497408,2000,at,2wd,rhd,lpg
980,933,toyota,passo,2007,92124,1000,at,2wd,rhd,gasoline
981,933,suzuki,every,2005,131700,660,at,4wd,rhd,gasoline
982,933,toyota,wish,2004,116000,1800,at,2wd,rhd,gasoline
983,933,toyota,wish,2004,139800,1800,at,2wd,rhd,gasoline
984,933,mazda,demio,2009,97000,1300,at,2wd,rhd,gasoline
985,933,toyota,voxy,2006,130000,2000,at,2wd,rhd,gasoline
986,933,toyota,vitz,2005,43000,1300,at,2wd,rhd,gasoline
987,933,mitsubishi,canter,2000,82160,2350,at,2wd,rhd,lpg
990,935,toyota,sienta,2009,58619,1500,at,2wd,rhd,gasoline
991,939,toyota,sienta,2009,156580,1500,at,2wd,rhd,gasoline
992,939,subaru,impreza,2003,64251,1500,at,2wd,rhd,gasoline
993,939,subaru,impreza sportswagon,2003,64251,1500,at,2wd,rhd,gasoline
994,940,toyota,raum,2007,124000,1490,at,2wd,rhd,gasoline
995,940,toyota,sienta,2006,53000,1490,at,2wd,rhd,gasoline
996,940,toyota,raum,2009,167000,1490,at,2wd,rhd,gasoline
997,940,toyota,vitz,2005,42000,990,at,2wd,rhd,gasoline
998,940,nissan,march,2009,74000,1240,at,2wd,rhd,gasoline
999,940,toyota,corolla ii,1997,34000,1330,at,2wd,rhd,gasoline
1000,940,toyota,vitz,2006,100000,990,at,2wd,rhd,gasoline
1001,940,toyota,ist,2003,62000,1290,at,2wd,rhd,gasoline
1002,940,toyota,raum,2003,125000,1490,at,2wd,rhd,gasoline
1003,940,toyota,ractis,2006,60000,1490,at,2wd,rhd,gasoline
1004,940,suzuki,swift,2008,70000,1240,at,2wd,rhd,gasoline
1005,940,nissan,march,2010,56000,1190,at,2wd,rhd,gasoline
1006,940,nissan,serena,2008,157000,1990,at,2wd,rhd,gasoline
1007,940,honda,stream,2009,155000,1790,at,2wd,rhd,gasoline
1008,940,honda,hr-v,2002,150000,1590,at,2wd,rhd,gasoline
1009,940,mitsubishi,colt,2011,37000,1330,at,2wd,rhd,gasoline
1010,940,peugeot,207,2011,31000,1590,at,2wd,rhd,gasoline
1011,940,subaru,impreza,2008,268000,1490,at,2wd,rhd,gasoline
1012,940,suzuki,sx4 sedan,2008,109000,1490,at,2wd,rhd,gasoline
1013,940,toyota,vitz,2004,92000,990,mt,2wd,rhd,gasoline
1014,940,toyota,vitz,2004,185000,990,mt,2wd,rhd,gasoline
1015,940,mazda,atenza,2009,143000,1990,at,2wd,rhd,gasoline
1016,940,toyota,townace van,2001,200000,2180,mt,4wd,rhd,diesel
1017,940,toyota,alphard g,2007,170002,2400,at,2wd,rhd,gasoline
1018,940,toyota,sienta,2007,105000,1490,at,2wd,rhd,gasoline
1019,940,toyota,passo,2007,195000,1300,at,2wd,rhd,gasoline
1020,940,suzuki,swift,2010,62666,1200,at,2wd,rhd,gasoline
1021,940,honda,fit,2006,116000,1300,at,2wd,rhd,gasoline
1022,940,suzuki,swift,2009,84335,1300,mt,2wd,rhd,gasoline
1023,940,toyota,passo,2005,66000,1000,at,2wd,rhd,gasoline
1024,940,honda,fit,2004,94000,1300,at,2wd,rhd,gasoline
1025,940,honda,fit,2007,124000,1300,at,2wd,rhd,gasoline
1026,940,nissan,march,2007,135000,1200,at,2wd,rhd,gasoline
1027,945,toyota,allion,2006,60885,1990,at,2wd,rhd,gasoline
1028,945,toyota,passo sette,2009,64916,1500,at,2wd,rhd,gasoline
1029,950,toyota,wish,2003,152000,1800,at,4wd,rhd,gasoline
1030,950,toyota,crown,2005,145000,2990,at,2wd,rhd,gasoline
1031,950,toyota,ist,2003,117222,1300,at,2wd,rhd,gasoline
1032,950,honda,fit hybrid,2011,111000,1300,at,2wd,rhd,gasoline
1033,950,suzuki,swift,2010,94000,1200,at,2wd,rhd,gasoline
1034,950,toyota,noah,2007,170000,2000,at,4wd,rhd,gasoline
1035,950,toyota,ist,2004,130860,1500,at,2wd,rhd,gasoline
1036,950,toyota,vitz,2009,132450,1300,at,2wd,rhd,gasoline
1037,950,suzuki,swift,2010,110000,1200,at,2wd,rhd,gasoline
1038,950,toyota,vitz,2011,53800,1000,at,2wd,rhd,gasoline
1039,950,suzuki,swift,2010,112000,1200,at,2wd,rhd,gasoline
1040,950,toyota,voxy,2007,97468,2000,cvt,2wd,rhd,gasoline
1041,950,toyota,wish,2003,137209,1800,at,2wd,rhd,gasoline
1042,950,toyota,noah,2005,116614,2000,cvt,2wd,rhd,gasoline
1043,950,toyota,noah,2004,90671,2000,cvt,2wd,rhd,gasoline
1044,950,toyota,noah,2005,97443,2000,cvt,2wd,rhd,gasoline
1045,950,toyota,noah,2007,157356,2000,cvt,2wd,rhd,gasoline
1046,950,toyota,noah,2003,118060,2000,at,4wd,rhd,gasoline
1047,950,toyota,bb,2001,149846,1500,at,2wd,rhd,gasoline
1048,950,toyota,corolla spacio,2001,97000,1500,at,2wd,rhd,gasoline
1049,950,nissan,lafesta,2011,93000,2000,at,2wd,rhd,gasoline
1050,950,nissan,tiida,2011,73000,1500,at,2wd,rhd,gasoline
1051,950,honda,elysion,2004,126000,2400,at,2wd,rhd,gasoline
1052,950,toyota,vitz,2005,46000,1000,at,2wd,rhd,gasoline
1053,950,toyota,noah,2007,148100,2000,at,2wd,rhd,gasoline
1054,950,toyota,brevis,2001,76000,2990,at,2wd,rhd,gasoline
1055,950,toyota,vitz,2008,60510,990,at,2wd,rhd,gasoline
1056,950,honda,civic ferio,2004,130454,1660,mt,2wd,rhd,gasoline
1057,952,toyota,passo,2006,75509,1000,at,2wd,rhd,gasoline
1058,952,toyota,mark ii,2004,121000,2000,at,2wd,rhd,gasoline
1059,953,toyota,mark x,2006,88615,2500,at,2wd,rhd,gasoline
1060,957,nissan,march,2006,19000,1200,at,2wd,rhd,gasoline
1061,960,honda,fit,2009,195000,1300,at,2wd,rhd,gasoline
1062,960,volkswagen,golf,2005,94000,2000,at,2wd,rhd,gasoline
1063,961,toyota,ist,2002,25477,1300,at,2wd,rhd,gasoline
1064,961,toyota,ractis,2007,83951,1500,at,2wd,rhd,gasoline
1065,961,toyota,mark x,2005,59931,2500,at,2wd,rhd,gasoline
1066,961,toyota,ipsum,2001,82625,2400,at,2wd,rhd,gasoline
1067,961,honda,fit,2011,61655,1300,at,2wd,rhd,gasoline
1068,961,toyota,cami,2003,78709,1300,at,2wd,rhd,gasoline
1069,961,toyota,vitz,2010,18995,1300,at,2wd,rhd,gasoline
1070,961,toyota,ipsum,2005,64364,2400,at,2wd,rhd,gasoline
1071,961,toyota,ist,2005,67202,1300,at,2wd,rhd,gasoline
1072,961,toyota,corolla runx,2003,52234,1500,at,2wd,rhd,gasoline
1073,961,toyota,wish,2005,143000,1800,at,2wd,rhd,gasoline
1074,963,toyota,wish,2005,48019,2000,at,2wd,rhd,gasoline
1075,965,suzuki,carry truck,1999,51127,660,mt,4wd,rhd,gasoline
1076,968,suzuki,carry truck,1999,58300,660,mt,4wd,rhd,gasoline
1077,970,toyota,ractis,2007,76000,1500,at,2wd,rhd,gasoline
1078,970,toyota,ractis,2006,85000,1500,at,2wd,rhd,gasoline
1079,970,nissan,fuga,2004,95000,2500,at,2wd,rhd,gasoline
1080,970,toyota,vitz,2007,53000,1000,at,2wd,rhd,gasoline
1081,970,mazda,demio,2009,78000,1300,at,2wd,rhd,gasoline
1082,970,honda,fit,2003,103000,1500,at,2wd,rhd,gasoline
1083,970,toyota,vitz,2007,90000,1000,at,2wd,rhd,gasoline
1084,971,toyota,passo,2005,72000,1300,at,2wd,rhd,gasoline
1085,971,toyota,passo,2005,63800,1300,at,2wd,rhd,gasoline
1086,971,nissan,vanette van,2005,236660,1800,mt,2wd,rhd,gasoline
1087,979,mazda,bongo van,2011,172085,1800,mt,2wd,rhd,gasoline
1088,979,subaru,legacy,2006,96938,2000,at,4wd,rhd,gasoline
1089,979,subaru,legacy touring wagon,2006,96938,2000,at,4wd,rhd,gasoline
1090,980,hyundai,tucson,2005,170207,2000,at,2wd,lhd,diesel
1091,980,nissan,note,2005,29243,1490,at,2wd,rhd,gasoline
1092,980,nissan,gloria hardtop,2003,132700,3000,at,2wd,rhd,gasoline
1093,980,subaru,legacy touring wagon,2006,132100,2000,mt,4wd,rhd,gasoline
1094,980,nissan,elgrand,2005,203000,3500,at,4wd,rhd,gasoline
1095,980,mazda,verisa,2007,175000,1500,at,2wd,rhd,gasoline
1096,980,bmw,3 series,2003,43000,2200,at,2wd,rhd,gasoline
1097,980,honda,fit,2006,89000,1300,at,2wd,rhd,gasoline
1098,980,honda,fit,2004,104000,1300,at,2wd,rhd,gasoline
1099,980,nissan,cube,2014,120300,1500,at,2wd,rhd,gasoline
1100,980,toyota,wish,2003,151000,2000,at,2wd,rhd,gasoline
1101,980,daihatsu,hijet truck,1993,62500,660,mt,4wd,rhd,gasoline
1102,981,kia motors,x-trek,2004,80019,1991,at,2wd,lhd,diesel
1103,981,toyota,ist,2007,103443,1500,at,2wd,rhd,gasoline
1104,990,mitsubishi,canter,1998,147910,1990,mt,2wd,rhd,gasoline
1105,990,suzuki,swift,2006,38900,1500,at,2wd,rhd,gasoline
1106,990,toyota,brevis,2003,154000,2500,at,2wd,rhd,gasoline
1107,990,toyota,ist,2004,126160,1300,at,2wd,rhd,gasoline
1108,990,toyota,ractis,2006,84000,1490,at,2wd,rhd,gasoline
1109,990,nissan,serena,2010,131400,2000,at,2wd,rhd,gasoline
1110,990,subaru,stella,2009,54000,660,at,2wd,rhd,gasoline
1111,990,toyota,voxy,2004,58096,2000,at,2wd,rhd,gasoline
1112,990,toyota,ractis,2008,86000,1490,at,2wd,rhd,gasoline
1113,990,toyota,passo,2008,167000,1290,at,2wd,rhd,gasoline
1114,990,toyota,corolla runx,2003,103200,1500,at,2wd,rhd,gasoline
1115,990,toyota,ist,2003,108040,1300,at,2wd,rhd,gasoline
1116,990,honda,fit,2008,107000,1300,at,2wd,rhd,gasoline
1117,990,toyota,ist,2003,110260,1500,at,2wd,rhd,gasoline
1118,990,honda,fit,2010,121000,1300,at,2wd,rhd,gasoline
1119,990,mazda,bongo,2001,112000,2000,at,2wd,rhd,gasoline
1120,990,subaru,forester,2003,73800,2000,at,4wd,rhd,gasoline
1121,990,mazda,bongo friendee,2001,112000,2000,at,2wd,rhd,gasoline
1122,990,honda,step wgn,2005,100000,2400,at,2wd,rhd,gasoline
1123,990,audi,a4,2005,63020,1800,at,4wd,rhd,gasoline
1124,990,audi,a4 avant,2005,63020,1800,at,4wd,rhd,gasoline
1125,990,honda,fit shuttle,2011,173000,1500,at,2wd,rhd,gasoline
1126,990,toyota,ractis,2009,195000,1500,at,2wd,rhd,gasoline
1127,990,honda,fit,2003,139000,1500,at,2wd,rhd,gasoline
1128,990,toyota,vitz,2005,81000,1000,at,2wd,rhd,gasoline
1129,990,honda,fit,2004,140000,1300,at,2wd,rhd,gasoline
1130,990,honda,fit,2007,120000,1300,at,2wd,rhd,gasoline
1131,990,honda,fit,2006,78000,1300,at,2wd,rhd,gasoline
1132,990,honda,fit,2007,67000,1300,at,2wd,rhd,gasoline
1133,990,honda,fit,2007,61000,1300,at,2wd,rhd,gasoline
1134,990,toyota,passo,2006,45000,1000,at,2wd,rhd,gasoline
1135,990,honda,acty truck,1992,118000,660,mt,4wd,rhd,gasoline
1136,990,subaru,sambar truck,1997,107000,660,mt,4wd,rhd,gasoline
1137,990,honda,freed,2010,117500,1500,at,2wd,rhd,gasoline
1138,990,suzuki,carry truck,1987,17800,550,mt,4wd,rhd,gasoline
1139,992,nissan,x-trail,2004,178562,2000,at,4wd,rhd,gasoline
1140,994,nissan,march,2011,84030,1200,at,4wd,rhd,gasoline
1141,995,mazda,bongo van,2005,177610,1800,mt,2wd,rhd,gasoline
1142,995,mazda,bongo van,2004,79070,1800,mt,2wd,rhd,gasoline
1143,995,suzuki,swift,2011,119195,1200,at,2wd,rhd,gasoline
1144,995,toyota,crown,2004,219960,2500,at,2wd,rhd,gasoline
1145,998,toyota,isis,2005,97200,2000,at,2wd,rhd,gasoline
1146,998,subaru,exiga,2008,147417,2000,at,4wd,rhd,gasoline
1147,998,toyota,passo,2006,115074,1000,at,2wd,rhd,gasoline
1148,998,toyota,brevis,2003,108541,2500,at,2wd,rhd,gasoline
1149,998,toyota,raum,2003,105737,1500,at,2wd,rhd,gasoline
1150,998,toyota,noah,2004,139136,2000,at,2wd,rhd,gasoline
1151,999,nissan,march,2011,149000,1200,at,2wd,rhd,gasoline
1152,999,toyota,altezza,2001,94100,2000,at,2wd,lhd,gasoline
1153,1000,toyota,ist,2005,99000,1500,at,2wd,rhd,gasoline
1154,1000,toyota,raum,2005,80500,1500,at,2wd,rhd,gasoline
1155,1000,toyota,ist,2005,56000,1300,at,2wd,rhd,gasoline
1156,1000,nissan,bluebird sylphy,2010,150000,1500,cvt,2wd,rhd,gasoline
1157,1000,honda,fit,2006,112264,1500,at,4wd,rhd,gasoline
1158,1000,toyota,passo,2005,141210,1300,at,2wd,rhd,gasoline
1159,1000,mazda,demio,2008,116000,1300,at,2wd,rhd,gasoline
1160,1000,toyota,ist,2003,158000,1300,at,2wd,rhd,gasoline
1161,1000,mazda,verisa,2010,74127,1500,at,2wd,rhd,gasoline
1162,1000,honda,airwave,2006,175000,1500,at,2wd,rhd,gasoline
1163,1000,honda,fit,2010,185000,1300,at,2wd,rhd,gasoline
1164,1000,toyota,noah,2003,199000,1990,at,2wd,rhd,gasoline
1165,1000,honda,fit,2007,103000,1300,at,2wd,rhd,gasoline
1166,1000,nissan,march,2010,82621,1200,at,2wd,rhd,gasoline
1167,1000,honda,fit,2002,140000,1300,at,2wd,rhd,gasoline
1168,1000,toyota,bb,2009,151000,1290,at,2wd,rhd,gasoline
1169,1000,nissan,bluebird sylphy,2006,122000,1990,at,2wd,rhd,gasoline
1170,1000,mazda,bongo truck,1988,137419,1410,mt,2wd,rhd,gasoline
1171,1000,nissan,skyline,2004,95199,2500,at,2wd,rhd,gasoline
1172,1008,toyota,mark x,2005,68491,2500,at,2wd,rhd,gasoline
1173,1008,toyota,mark x,2005,57014,2500,at,2wd,rhd,gasoline
1174,1008,toyota,ist,2004,40380,1300,at,2wd,rhd,gasoline
1175,1008,mazda,verisa,2009,11855,1500,at,2wd,rhd,gasoline
1176,1008,honda,fit,2011,43201,1300,at,2wd,rhd,gasoline
